,NumEmails,Received,Sender
0,1,"Wed, 25 Oct 2017 04:35:45 +0000",=?utf-8?Q?Crossway?= <communications@crossway.org>
0,1,"Tue, 24 Oct 2017 14:17:31 -0700","""Sears Home Services"" <shs@em.searshomeservices.com>"
0,1,"Wed, 25 Oct 2017 11:30:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,25 Oct 2017 08:01:41 -0400,"""Dark Reading"" <DarkReading@am.amtechwebresources.com>"
0,1,"Wed, 25 Oct 2017 12:10:59 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Wed, 25 Oct 2017 07:37:07 -0500",mohammad Hasan <rakybul@gmail.com>
0,1,"Wed, 25 Oct 2017 08:16:02 -0600","""The Carolina Inn"" <inn@carolinainn.com>"
0,1,"Wed, 25 Oct 2017 07:43:36 -0700","""Southwest Airlines Rapid Rewards"" <RapidRewards@luv.southwest.com>"
0,1,"Wed, 25 Oct 2017 15:09:11 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>
0,1,25 Oct 2017 11:40:33 -0400,"""InformationWeek Leadership & Careers""
 <informationweek@nw.nwsltechwebresources.com>"
0,1,"Wed, 25 Oct 2017 10:33:02 -0600","""Rapid Rewards Dining"" <rapidrewards@email.rewardsnetwork.com>"
0,1,"Wed, 25 Oct 2017 17:00:12 +0000",Google Calendar <calendar-notification@google.com>
0,1,"Wed, 25 Oct 2017 09:11:36 -0700","""Sears Home Services"" <shs@em.searshomeservices.com>"
0,1,"Wed, 25 Oct 2017 17:24:21 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Wed, 25 Oct 2017 12:34:03 -0500 (CDT)","""MCPmag.com Tech Library"" <MCPmag@1105.net>"
0,1,"Wed, 25 Oct 2017 15:50:35 -0400 (EDT)",Franklin <franklin@mathnasium.com>
0,1,"Wed, 25 Oct 2017 19:59:22 -0000","""Vanderbilt Leadership Development Program""
 <alumni.LDP@owen.vanderbilt.edu>"
0,1,"Wed, 25 Oct 2017 20:03:00 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Wed, 25 Oct 2017 12:48:23 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Wed, 25 Oct 2017 21:52:51 -0000",=?utf-8?q?Rebekah_Loffi?= <rebekah.loffi@wcs.edu>
0,1,"Wed, 25 Oct 2017 22:18:42 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Wed, 25 Oct 2017 15:10:22 -0700","""XFINITY"" <xfinity@emails.xfinity.com>"
0,1,"Wed, 25 Oct 2017 16:22:03 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Wed, 25 Oct 2017 23:47:24 +0000",Twitter <info@twitter.com>
0,1,"Wed, 25 Oct 2017 18:17:32 -0600","""American Express"" <americanexpress@member.americanexpress.com>"
0,1,"Thu, 26 Oct 2017 00:30:47 +0000","""Mark from Kaggle"" <mark.mcdonald@kaggle.intercom-mail.com>"
0,1,"Thu, 26 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Thu, 26 Oct 2017 02:06:21 +0000",Twitter <info@twitter.com>
0,1,"Wed, 25 Oct 2017 19:21:11 -0700","""Sears"" <sears@value.sears.com>"
0,1,"Thu, 26 Oct 2017 04:03:28 +0000",Twitter <info@twitter.com>
0,1,"Thu, 26 Oct 2017 07:50:07 -0400",mohammad Hasan <rakybul@gmail.com>
0,1,"Thu, 26 Oct 2017 12:20:38 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Thu, 26 Oct 2017 13:12:39 +0000",Dollar Shave Club <members@dollarshaveclub.com>
0,1,"Thu, 26 Oct 2017 10:35:21 -0500 (CDT)",Mobile Dev Trends <RMG@1105.net>
0,1,"Thu, 26 Oct 2017 10:03:03 -0600","""Factory Outlet, Brooks Brothers"" <email@emails.BrooksBrothers.com>"
0,1,"Thu, 26 Oct 2017 12:07:11 -0500 (CDT)",AppTrends Newsletter <apptrends@1105.net>
0,1,"Thu, 26 Oct 2017 12:07:26 -0500 (CDT)",Redmond magazine <RED@1105.net>
0,1,"Thu, 26 Oct 2017 12:11:28 -0500 (CDT)",Virtualization & Cloud Review <VR@1105.net>
0,1,"Thu, 26 Oct 2017 17:25:37 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Thu, 26 Oct 2017 17:27:38 +0000",=?utf-8?Q?Crossway?= <communications@crossway.org>
0,1,"Thu, 26 Oct 2017 07:42:58 -0700","""Southwest Airlines Rapid Rewards"" <RapidRewards@luv.southwest.com>"
0,1,"Thu, 26 Oct 2017 10:00:16 -0600","""TiVo"" <email@email.tivo.com>"
0,1,"Thu, 26 Oct 2017 12:12:10 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Thu, 26 Oct 2017 13:00:30 -0600","""Dollywood"" <dollywood@hfecorp.net>"
0,1,"Thu, 26 Oct 2017 19:36:57 +0000",=?utf-8?Q?smokingpipes.com?= <info@smokingpipes.com>
0,1,"Thu, 26 Oct 2017 19:56:50 +0000 (UTC)","""Big Data, Analytics, Hadoop, NoSQL & Cloud Computing""
 <groups-noreply@linkedin.com>"
0,1,"Thu, 26 Oct 2017 19:59:13 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Thu, 26 Oct 2017 14:02:17 -0600","""American Express"" <americanexpress@member.americanexpress.com>"
0,1,"Thu, 26 Oct 2017 20:25:01 -0000","""Vanderbilt Owen Graduate School of Management""
 <Inside.Owen@owen.vanderbilt.edu>"
0,1,"Thu, 26 Oct 2017 16:22:52 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Thu, 26 Oct 2017 18:25:06 -0400","""Beta Gamma Sigma"" <bgshonors@betagammasigma.org>"
0,1,"Thu, 26 Oct 2017 22:35:47 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Thu, 26 Oct 2017 20:55:29 +0000 (GMT)",Sherwin-Williams <email@e.sherwin-williams.com>
0,1,"Thu, 26 Oct 2017 23:30:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Fri, 27 Oct 2017 00:15:44 +0000",Twitter <info@twitter.com>
0,1,"Fri, 27 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Fri, 27 Oct 2017 02:24:45 +0000",Twitter <info@twitter.com>
0,1,"Fri, 27 Oct 2017 03:41:51 -0600","""Redbox Play Pass"" <Redbox@em.redbox.com>"
0,1,"Fri, 27 Oct 2017 10:04:03 +0000",Groupon Getaways <noreply@r.groupon.com>
0,1,"Fri, 27 Oct 2017 11:00:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Fri, 27 Oct 2017 12:20:24 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Fri, 27 Oct 2017 04:14:38 -0700","""Southwest Click 'N Save"" <SouthwestAirlines@luv.southwest.com>"
0,1,"Fri, 27 Oct 2017 12:59:25 +0000",Kelsey Antoskow <kelsey.antoskow@wcs.edu>
0,1,"Fri, 27 Oct 2017 06:24:44 -0700","""Sears"" <sears@value.sears.com>"
0,1,"Fri, 27 Oct 2017 13:38:37 +0000","""Bante, Teri Melissa"" <teri.bante@Vanderbilt.Edu>"
0,1,"Fri, 27 Oct 2017 09:29:51 -0500",Lauren Monday <dearlms@gmail.com>
0,1,"Fri, 27 Oct 2017 14:42:45 +0000","""Weldy, Charles G"" <greg.weldy@Vanderbilt.Edu>"
0,1,"Fri, 27 Oct 2017 15:01:09 +0000",Monday Nathan <Nathan.Monday@hcahealthcare.com>
0,1,"Fri, 27 Oct 2017 15:02:13 +0000",Monday Nathan <Nathan.Monday@hcahealthcare.com>
0,1,"Fri, 27 Oct 2017 15:07:58 +0000",=?utf-8?Q?smokingpipes.com?= <info@smokingpipes.com>
0,1,"Fri, 27 Oct 2017 08:09:17 -0700","""XFINITY"" <xfinity@emails.xfinity.com>"
0,1,"Fri, 27 Oct 2017 15:21:42 +0000",Dollar Shave Club <members@dollarshaveclub.com>
0,1,"Fri, 27 Oct 2017 15:36:55 +0000",Library Services <Library.Services@owen.vanderbilt.edu>
0,1,"Fri, 27 Oct 2017 17:23:13 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Fri, 27 Oct 2017 18:00:52 +0000",Chie Yao <chie.yao@wcs.edu>
0,1,"Fri, 27 Oct 2017 18:11:17 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Fri, 27 Oct 2017 13:10:07 -0500 (CDT)",Redmond magazine <RED@1105.net>
0,1,"Fri, 27 Oct 2017 18:47:21 +0000 (UTC)",=?UTF-8?Q?Hungry_Howie's_=F0=9F=8D=95?= <no-reply@hungryhowies.com>
0,1,"Fri, 27 Oct 2017 18:55:34 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Fri, 27 Oct 2017 19:00:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Fri, 27 Oct 2017 12:09:33 -0700","""Sears Home Services"" <shs@em.searshomeservices.com>"
0,1,"Fri, 27 Oct 2017 13:32:21 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Fri, 27 Oct 2017 21:09:45 +0000",Twitter <info@twitter.com>
0,1,"Fri, 27 Oct 2017 21:29:01 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Sat, 28 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Sat, 28 Oct 2017 01:12:12 +0000",Twitter <info@twitter.com>
0,1,"Sat, 28 Oct 2017 04:19:40 +0000",Twitter <info@twitter.com>
0,1,"Sat, 28 Oct 2017 09:33:27 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Sat, 28 Oct 2017 12:03:49 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Sat, 28 Oct 2017 07:43:41 -0500 (CDT)",Virtualization & Cloud Review <VR@1105.net>
0,1,"Sat, 28 Oct 2017 09:47:15 -0700","""Mark Manson"" <mark@markmanson.net>"
0,1,"Sat, 28 Oct 2017 10:04:46 -0700","""Sears"" <sears@value.sears.com>"
0,1,"Sat, 28 Oct 2017 17:10:59 +0000",Dollar Shave Club <support@dollarshaveclub.com>
0,1,"Sat, 28 Oct 2017 17:23:06 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Sat, 28 Oct 2017 12:13:09 -0600","""American Express"" <americanexpress@member.americanexpress.com>"
0,1,"Sat, 28 Oct 2017 19:10:26 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Sat, 28 Oct 2017 23:00:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Sat, 28 Oct 2017 23:16:43 +0000 (UTC)",Flipboard Week in Review <editorialstaff@flipboard.com>
0,1,"Sat, 28 Oct 2017 23:35:21 +0000",Twitter <info@twitter.com>
0,1,"Sun, 29 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Sun, 29 Oct 2017 01:57:50 +0000","""=?utf-8?q?Pinterest?="" <pinbot@explore.pinterest.com>"
0,1,"Sun, 29 Oct 2017 02:00:27 +0000",Twitter <info@twitter.com>
0,1,"Sun, 29 Oct 2017 04:54:22 +0000",Google Calendar <calendar-notification@google.com>
0,1,"Sat, 28 Oct 2017 22:37:03 -0700","""Sears Weekly Ad"" <sears@value.sears.com>"
0,1,"Sun, 29 Oct 2017 00:46:26 -0700","""American Express"" <AmericanExpress@welcome.aexp.com>"
0,1,"Sun, 29 Oct 2017 10:09:17 +0000",Groupon Getaways <noreply@r.groupon.com>
0,1,"Sun, 29 Oct 2017 05:20:53 -0600","""Best Buy Weekly Ad"" <BestBuyInfo@emailinfo.bestbuy.com>"
0,1,"Sun, 29 Oct 2017 11:50:00 +0000 (UTC)","""Kimble Group"" <kimble@kimblegroup.com>"
0,1,"Sun, 29 Oct 2017 13:10:59 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Sun, 29 Oct 2017 14:22:24 +0000",Dollar Shave Club <members@dollarshaveclub.com>
0,1,"Sun, 29 Oct 2017 10:20:15 EDT",Edward Jones <documents@info.edwardjones.com>
0,1,"Sun, 29 Oct 2017 17:15:35 +0000 (UTC)",Flipboard Sunday Edition<editorialstaff@flipboard.com>
0,1,"Sun, 29 Oct 2017 17:23:03 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,29 Oct 2017 11:01:12 -0700,"""Dollar Shave Club"" <members@email.dollarshaveclub.com>"
0,1,"Sun, 29 Oct 2017 21:09:25 +0000",Sonia Soszna <sonia.soszna@wcs.edu>
0,1,"Sun, 29 Oct 2017 21:47:43 +0000",Twitter <info@twitter.com>
0,1,"Sun, 29 Oct 2017 22:36:54 +0000",=?utf-8?Q?Jamie=20and=20Jen=20Burkemper?= <jburkemper@fastmail.fm>
0,1,"Sun, 29 Oct 2017 17:11:09 -0600","""American Express"" <americanexpress@member.americanexpress.com>"
0,1,"Mon, 30 Oct 2017 00:33:47 +0000",Twitter <info@twitter.com>
0,1,"Mon, 30 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Mon, 30 Oct 2017 02:58:09 +0000",Twitter <info@twitter.com>
0,1,"Mon, 30 Oct 2017 11:30:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Mon, 30 Oct 2017 03:48:28 -0700","""Southwest Click 'N Save"" <SouthwestAirlines@luv.southwest.com>"
0,1,"Mon, 30 Oct 2017 12:58:34 +0000",Kelsey Antoskow <kelsey.antoskow@wcs.edu>
0,1,30 Oct 2017 09:05:57 -0400,"""InformationWeek"" <UBMTechResearch@am.amtechwebresources.com>"
0,1,"Mon, 30 Oct 2017 13:24:19 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Mon, 30 Oct 2017 15:49:05 +0000 (UTC)",Vanderbilt Alumni Group <groups-noreply@linkedin.com>
0,1,"Mon, 30 Oct 2017 11:40:30 -0500 (CDT)",Virtualization & Cloud Review <VR@1105.net>
0,1,"Mon, 30 Oct 2017 17:23:17 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Mon, 30 Oct 2017 18:32:47 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,30 Oct 2017 15:33:09 -0400,"""VRBO"" <VRBO@elq.vrbo.com>"
0,1,"Mon, 30 Oct 2017 19:36:12 +0000",=?utf-8?Q?smokingpipes.com?= <info@smokingpipes.com>
0,1,"Mon, 30 Oct 2017 15:51:09 -0500 (CDT)",Redmond magazine <RED@1105.net>
0,1,"Mon, 30 Oct 2017 20:53:18 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Mon, 30 Oct 2017 21:04:07 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Mon, 30 Oct 2017 21:14:01 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Mon, 30 Oct 2017 21:14:43 -0000","""Cool Springs Wines & Spirits"" <events@coolspringswines.com>"
0,1,"Mon, 30 Oct 2017 15:57:14 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Mon, 30 Oct 2017 22:00:07 +0000",Starbucks Rewards <Starbucks@mg.starbucks.com>
0,1,"Mon, 30 Oct 2017 17:11:38 -0600","""American Express"" <americanexpress@member.americanexpress.com>"
0,1,"Mon, 30 Oct 2017 15:34:49 -0700","""XFINITY TV"" <xfinity@emails.xfinity.com>"
0,1,"Mon, 30 Oct 2017 23:53:14 +0000",Twitter <info@twitter.com>
0,1,"Tue, 31 Oct 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Tue, 31 Oct 2017 02:16:12 +0000",Twitter <info@twitter.com>
0,1,"Mon, 30 Oct 2017 18:11:15 EDT",Edward Jones <documents@info.edwardjones.com>
0,1,"Mon, 30 Oct 2017 21:29:09 -0600","""Hulu"" <hulu@hulumail.com>"
0,1,"Tue, 31 Oct 2017 04:26:17 +0000",Twitter <info@twitter.com>
0,1,31 Oct 2017 00:11:48 -0500,donotreply@wcs.edu
0,1,"Tue, 31 Oct 2017 05:17:34 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Tue, 31 Oct 2017 09:04:18 +0000 (UTC)",Meetup <info@meetup.com>
0,1,"Tue, 31 Oct 2017 09:27:46 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>
0,1,"Tue, 31 Oct 2017 03:28:23 -0600","""Best Buy"" <BestBuyInfo@emailinfo.bestbuy.com>"
0,1,"Tue, 31 Oct 2017 12:55:01 +0000","""King, Janie R"" <janie.r.king@Vanderbilt.Edu>"
0,1,31 Oct 2017 09:05:08 -0400,"""All Analytics"" <AllAnalytics@nw.nwsltechwebresources.com>"
0,1,"Tue, 31 Oct 2017 06:34:01 -0700","""Sears"" <sears@value.sears.com>"
0,1,"Tue, 31 Oct 2017 06:19:00 -0700","""Southwest Airlines Rapid Rewards"" <RapidRewards@luv.southwest.com>"
0,1,"Tue, 31 Oct 2017 16:00:24 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Tue, 31 Oct 2017 10:04:50 -0600","""Factory Outlet, Brooks Brothers"" <email@emails.BrooksBrothers.com>"
0,1,"Tue, 31 Oct 2017 11:06:55 -0500 (CDT)",Redmond magazine <RED@1105.net>
0,1,"Tue, 31 Oct 2017 16:47:42 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Tue, 31 Oct 2017 17:23:07 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Tue, 31 Oct 2017 17:47:25 +0000",Groupon Getaways <noreply@r.groupon.com>
0,1,"Tue, 31 Oct 2017 11:24:48 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Tue, 31 Oct 2017 13:07:50 -0500 (CDT)",Redmond magazine <RED@1105.net>
0,1,"Tue, 31 Oct 2017 18:14:03 +0000",=?utf-8?Q?smokingpipes.com?= <info@smokingpipes.com>
0,1,"Tue, 31 Oct 2017 12:18:44 -0600","""Best Buy"" <BestBuyInfo@emailinfo.bestbuy.com>"
0,1,"Tue, 31 Oct 2017 18:51:13 +0000",=?utf-8?Q?Crossway?= <communications@crossway.org>
0,1,"Tue, 31 Oct 2017 19:09:47 +0000 (UTC)",LinkedIn Updates <messages-noreply@linkedin.com>
0,1,"Tue, 31 Oct 2017 19:41:51 +0000 (UTC)",=?UTF-8?Q?Hungry_Howie's_=F0=9F=8D=95?= <no-reply@hungryhowies.com>
0,1,"Tue, 31 Oct 2017 20:00:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Tue, 31 Oct 2017 20:13:46 +0000 (UTC)",Jordan Real Estate <david@jordanre.com>
0,1,"Tue, 31 Oct 2017 20:21:00 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Tue, 31 Oct 2017 15:01:25 -0600","""Vanderbilt Alumni Association"" <alumni@vanderbilt.edu>"
0,1,"Tue, 31 Oct 2017 15:29:41 -0600","""Nashville Vanderbilt Chapter"" <alumni@vanderbilt.edu>"
0,1,"Tue, 31 Oct 2017 22:55:35 +0000",Google Calendar <calendar-notification@google.com>
0,1,"Tue, 31 Oct 2017 17:00:53 -0600","""Dean Lauren Benton, Vanderbilt College of Arts and Science""
 <alumniartsandscience@vanderbilt.edu>"
0,1,"Wed, 01 Nov 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Wed, 01 Nov 2017 01:48:51 +0000",Twitter <info@twitter.com>
0,1,"Tue, 31 Oct 2017 08:20:45 -0400","""EDWARD JONES"" <id@proxyvote.com>"
0,1,"Wed, 01 Nov 2017 04:03:43 +0000",Twitter <info@twitter.com>
0,1,"Wed, 01 Nov 2017 09:20:36 +0000 (UTC)","""YouVersion - The Bible App"" <no-reply@youversion.com>"
0,1,"Wed, 01 Nov 2017 03:56:44 -0400","""EDWARD JONES"" <id@proxyvote.com>"
0,1,"Wed, 1 Nov 2017 10:52:26 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Wed, 01 Nov 2017 11:30:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,1 Nov 2017 08:01:50 -0400,"""Dark Reading"" <DarkReading@am.amtechwebresources.com>"
0,1,"Wed, 1 Nov 2017 12:24:10 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Wed, 1 Nov 2017 06:24:54 -0700","""Southwest Airlines Rapid Rewards"" <RapidRewards@luv.southwest.com>"
0,1,"Wed, 1 Nov 2017 14:21:43 +0000",Statcounter <noreply@statcounter.com>
0,1,"Wed, 1 Nov 2017 15:09:45 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>
0,1,1 Nov 2017 11:24:05 -0400,"""InformationWeek Leadership & Careers""
 <informationweek@nw.nwsltechwebresources.com>"
0,1,"Wed, 1 Nov 2017 16:15:59 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Wed, 1 Nov 2017 16:19:16 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Wed, 01 Nov 2017 10:32:20 -0600","""Rapid Rewards Dining"" <rapidrewards@email.rewardsnetwork.com>"
0,1,"Wed, 1 Nov 2017 11:54:46 -0500 (CDT)",Virtualization & Cloud Review <VR@1105.net>
0,1,"Wed, 01 Nov 2017 17:05:00 +0000","""WCS Elementary World Language Program (EWLP)""
 <noreply@jackrabbittech.com>"
0,1,"Wed, 1 Nov 2017 07:36:33 -0700","""Sears Home Services"" <shs@em.searshomeservices.com>"
0,1,"Wed, 01 Nov 2017 17:23:33 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Wed, 1 Nov 2017 11:27:57 -0700","""Sears"" <sears@value.sears.com>"
0,1,"Wed, 01 Nov 2017 10:10:15 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Wed, 01 Nov 2017 12:51:48 -0600","""Dollywood"" <dollywood@hfecorp.net>"
0,1,"Wed, 1 Nov 2017 19:12:59 +0000",Brian Wagner <papawags@hotmail.com>
0,1,"Wed, 1 Nov 2017 20:11:01 +0000 (UTC)",JUN SHI <invitations@linkedin.com>
0,1,"Wed, 01 Nov 2017 20:25:14 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Wed, 01 Nov 2017 20:30:24 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Wed, 1 Nov 2017 21:33:27 +0000",=?utf-8?Q?Megan=20at=20Kaggle?= <meg@kaggle.com>
0,1,"Wed, 01 Nov 2017 17:30:57 -0500","""Red Dog Wine & Spirits"" <info@RedDogWS.com>"
0,1,"Wed, 01 Nov 2017 23:17:58 +0000",Twitter <info@twitter.com>
0,1,"Thu, 02 Nov 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Thu, 02 Nov 2017 01:55:05 +0000","""=?utf-8?q?Pinterest?="" <pinbot@explore.pinterest.com>"
0,1,"Thu, 02 Nov 2017 02:06:14 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Thu, 02 Nov 2017 02:10:46 +0000",Twitter <info@twitter.com>
0,1,"Wed, 1 Nov 2017 23:20:25 +0000 (GMT)",Sherwin-Williams <email@e.sherwin-williams.com>
0,1,"Wed, 01 Nov 2017 22:13:42 -0500","""Scott's Cheap Flights"" <scott@scottscheapflights.com>"
0,1,"Thu, 02 Nov 2017 04:29:43 +0000",Twitter <info@twitter.com>
0,1,"Thu, 2 Nov 2017 10:42:18 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Thu, 2 Nov 2017 07:23:02 -0500",Jenny Hemmer <jenny.hemmer@judsonbaptist.com>
0,1,"Thu, 2 Nov 2017 12:23:30 +0000","""Amazon.com"" <store-news@amazon.com>"
0,1,"Thu, 2 Nov 2017 06:05:59 -0700 (PDT)",Franklin Synergy Bank <info@franklinsynergy.com>
0,1,"Thu, 02 Nov 2017 13:22:58 +0000 (UTC)","""Nextdoor Cool Springs East"" <reply@rs.email.nextdoor.com>"
0,1,"Thu, 02 Nov 2017 14:01:52 +0000","""BeerAdvocate"" <mail@beeradvocate.com>"
0,1,"Thu, 02 Nov 2017 15:55:22 +0000",Dollar Shave Club <members@dollarshaveclub.com>
0,1,"Thu, 2 Nov 2017 15:59:49 GMT",Wells Fargo Online <alerts@notify.wellsfargo.com>
0,1,"Thu, 02 Nov 2017 09:27:16 -0700","""American Express"" <AmericanExpress@welcome.aexp.com>"
0,1,"Thu, 02 Nov 2017 10:27:49 -0600","""Best Buy"" <BestBuyInfo@emailinfo.bestbuy.com>"
0,1,"Thu, 2 Nov 2017 12:04:25 -0500 (CDT)",AppTrends Newsletter <apptrends@1105.net>
0,1,"Thu, 2 Nov 2017 17:14:09 +0000 (GMT)",Georgia Aquarium <newsletter@georgiaaquarium.org>
0,1,"Thu, 02 Nov 2017 17:23:05 +0000 (UTC)","""Nextdoor Cool Springs East"" <no-reply@rs.email.nextdoor.com>"
0,1,"Thu, 2 Nov 2017 13:44:31 -0500",Doyle Monday <doyle@mondayandcompany.com>
0,1,"Thu, 02 Nov 2017 18:45:44 +0000 (UTC)",Flipboard 10 for Today<editorialstaff@flipboard.com>
0,1,"Thu, 2 Nov 2017 19:36:39 +0000",=?utf-8?Q?smokingpipes.com?= <info@smokingpipes.com>
0,1,"Thu, 02 Nov 2017 20:02:11 -0000","""Vanderbilt Leadership Development Program""
 <alumni.LDP@owen.vanderbilt.edu>"
0,1,"Thu, 2 Nov 2017 12:35:51 -0700","""Sears Home Services"" <shs@em.searshomeservices.com>"
0,1,"Thu, 02 Nov 2017 22:35:02 +0000",Starbucks Rewards <Starbucks@mg.starbucks.com>
0,1,"Thu, 2 Nov 2017 22:56:40 +0000",=?utf-8?Q?Midtown=20Corkdorks?= <corkdork@midtownwine.net>
0,1,"Thu, 02 Nov 2017 23:30:00 +0000 (UTC)","""Ladders"" <jobs@theladders.com>"
0,1,"Thu, 2 Nov 2017 19:40:00 -0500",Michael Monday <michael.joseph.monday@gmail.com>
0,1,"Fri, 03 Nov 2017 01:00:00 +0000 (UTC)","""Ladders"" <daily@theladders.com>"
0,1,"Fri, 03 Nov 2017 01:03:46 +0000",Twitter <info@twitter.com>
0,1,"Fri, 3 Nov 2017 02:43:19 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>
0,1,"Fri, 03 Nov 2017 02:57:32 +0000","""=?utf-8?q?Pinterest?="" <pinbot@explore.pinterest.com>"
0,1,"Fri, 03 Nov 2017 03:00:12 +0000",Twitter <info@twitter.com>
0,1,"Fri, 03 Nov 2017 04:42:56 +0000",Twitter <info@twitter.com>
0,1,"Fri, 03 Nov 2017 04:57:28 +0000","""=?utf-8?q?Pinterest?="" <pinbot@explore.pinterest.com>"
